Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,year,Month,Weekday,Month_name,Spending Tier,Age Group
563,8/9/2023,CUST563,Male,20,Clothing,2,30,60,2023,8,Wednesday,August,1,18 to 25
564,10/24/2023,CUST564,Male,50,Electronics,2,50,100,2023,10,Tuesday,October,2,36 to 50
565,11/7/2023,CUST565,Female,45,Beauty,2,30,60,2023,11,Tuesday,November,1,36 to 50
566,12/2/2023,CUST566,Female,64,Clothing,1,30,30,2023,12,Saturday,December,1,51+
567,6/14/2023,CUST567,Female,25,Clothing,3,300,900,2023,6,Wednesday,June,3,18 to 25
568,8/27/2023,CUST568,Female,51,Electronics,1,300,300,2023,8,Sunday,August,3,51+
569,8/15/2023,CUST569,Male,52,Electronics,4,50,200,2023,8,Tuesday,August,3,51+
570,8/15/2023,CUST570,Male,49,Clothing,1,500,500,2023,8,Tuesday,August,3,36 to 50
571,12/12/2023,CUST571,Female,41,Electronics,1,50,50,2023,12,Tuesday,December,1,36 to 50
572,4/20/2023,CUST572,Male,31,Clothing,4,500,2000,2023,4,Thursday,April,4,26 to 35
573,9/19/2023,CUST573,Male,49,Beauty,2,30,60,2023,9,Tuesday,September,1,36 to 50
574,8/31/2023,CUST574,Female,63,Electronics,2,25,50,2023,8,Thursday,August,1,51+
575,3/28/2023,CUST575,Male,60,Clothing,2,50,100,2023,3,Tuesday,March,2,51+
576,12/4/2023,CUST576,Female,33,Beauty,3,50,150,2023,12,Monday,December,3,26 to 35
577,2/13/2023,CUST577,Male,21,Beauty,4,500,2000,2023,2,Monday,February,4,18 to 25
578,5/26/2023,CUST578,Female,54,Clothing,4,30,120,2023,5,Friday,May,2,51+
579,9/21/2023,CUST579,Female,38,Electronics,1,30,30,2023,9,Thursday,September,1,36 to 50
580,12/6/2023,CUST580,Female,31,Clothing,3,500,1500,2023,12,Wednesday,December,4,26 to 35
581,11/21/2023,CUST581,Female,48,Beauty,2,30,60,2023,11,Tuesday,November,1,36 to 50
582,11/14/2023,CUST582,Male,35,Clothing,3,300,900,2023,11,Tuesday,November,3,26 to 35
583,6/21/2023,CUST583,Female,24,Electronics,4,25,100,2023,6,Wednesday,June,2,18 to 25
584,2/17/2023,CUST584,Female,27,Beauty,4,50,200,2023,2,Friday,February,3,26 to 35
585,5/1/2023,CUST585,Female,24,Clothing,1,25,25,2023,5,Monday,May,1,18 to 25
586,12/11/2023,CUST586,Male,50,Electronics,1,50,50,2023,12,Monday,December,1,36 to 50
587,6/8/2023,CUST587,Female,40,Beauty,4,300,1200,2023,6,Thursday,June,4,36 to 50
588,4/26/2023,CUST588,Male,38,Electronics,2,30,60,2023,4,Wednesday,April,1,36 to 50
589,4/12/2023,CUST589,Female,36,Beauty,2,500,1000,2023,4,Wednesday,April,4,36 to 50
590,3/17/2023,CUST590,Male,36,Clothing,3,300,900,2023,3,Friday,March,3,36 to 50
591,1/13/2023,CUST591,Male,53,Electronics,4,25,100,2023,1,Friday,January,2,51+
592,1/24/2023,CUST592,Female,46,Beauty,4,500,2000,2023,1,Tuesday,January,4,36 to 50
593,5/6/2023,CUST593,Male,35,Electronics,2,30,60,2023,5,Saturday,May,1,26 to 35
594,9/1/2023,CUST594,Female,19,Electronics,2,300,600,2023,9,Friday,September,3,18 to 25
595,11/9/2023,CUST595,Female,18,Clothing,4,500,2000,2023,11,Thursday,November,4,18 to 25
596,2/7/2023,CUST596,Female,64,Electronics,1,300,300,2023,2,Tuesday,February,3,51+
597,8/22/2023,CUST597,Male,22,Beauty,4,300,1200,2023,8,Tuesday,August,4,18 to 25
598,8/1/2023,CUST598,Male,37,Beauty,4,30,120,2023,8,Tuesday,August,2,36 to 50
599,11/19/2023,CUST599,Female,28,Beauty,2,50,100,2023,11,Sunday,November,2,26 to 35
600,10/22/2023,CUST600,Female,59,Beauty,2,500,1000,2023,10,Sunday,October,4,51+
601,4/10/2023,CUST601,Male,19,Clothing,1,30,30,2023,4,Monday,April,1,18 to 25
602,12/23/2023,CUST602,Female,20,Electronics,1,300,300,2023,12,Saturday,December,3,18 to 25
603,7/16/2023,CUST603,Female,40,Clothing,3,30,90,2023,7,Sunday,July,2,36 to 50
604,9/11/2023,CUST604,Female,29,Electronics,4,50,200,2023,9,Monday,September,3,26 to 35
605,7/24/2023,CUST605,Male,37,Electronics,2,500,1000,2023,7,Monday,July,4,36 to 50
606,5/5/2023,CUST606,Male,22,Electronics,1,50,50,2023,5,Friday,May,1,18 to 25
607,3/17/2023,CUST607,Male,54,Clothing,3,25,75,2023,3,Friday,March,2,51+
608,12/2/2023,CUST608,Female,55,Electronics,3,500,1500,2023,12,Saturday,December,4,51+
609,12/19/2023,CUST609,Female,47,Clothing,2,50,100,2023,12,Tuesday,December,2,36 to 50
610,1/3/2023,CUST610,Female,26,Beauty,2,300,600,2023,1,Tuesday,January,3,26 to 35
611,2/24/2023,CUST611,Male,51,Beauty,3,500,1500,2023,2,Friday,February,4,51+
612,8/6/2023,CUST612,Female,61,Electronics,1,500,500,2023,8,Sunday,August,3,51+
613,4/23/2023,CUST613,Female,52,Clothing,3,30,90,2023,4,Sunday,April,2,51+
614,4/1/2023,CUST614,Female,39,Beauty,4,300,1200,2023,4,Saturday,April,4,36 to 50
615,12/23/2023,CUST615,Female,61,Clothing,4,25,100,2023,12,Saturday,December,2,51+
616,9/23/2023,CUST616,Male,41,Clothing,2,50,100,2023,9,Saturday,September,2,36 to 50
617,8/26/2023,CUST617,Male,34,Electronics,1,30,30,2023,8,Saturday,August,1,26 to 35
618,1/26/2023,CUST618,Female,27,Beauty,1,50,50,2023,1,Thursday,January,1,26 to 35
619,10/13/2023,CUST619,Male,47,Electronics,4,25,100,2023,10,Friday,October,2,36 to 50
620,5/8/2023,CUST620,Male,63,Electronics,3,25,75,2023,5,Monday,May,2,51+
621,3/4/2023,CUST621,Female,40,Beauty,2,500,1000,2023,3,Saturday,March,4,36 to 50
622,8/22/2023,CUST622,Female,49,Beauty,3,25,75,2023,8,Tuesday,August,2,36 to 50
623,3/10/2023,CUST623,Male,34,Clothing,3,50,150,2023,3,Friday,March,3,26 to 35
624,8/26/2023,CUST624,Female,34,Beauty,3,300,900,2023,8,Saturday,August,3,26 to 35
625,12/8/2023,CUST625,Male,31,Clothing,1,300,300,2023,12,Friday,December,3,26 to 35
626,9/29/2023,CUST626,Female,26,Clothing,4,500,2000,2023,9,Friday,September,4,26 to 35
627,10/14/2023,CUST627,Male,57,Clothing,1,50,50,2023,10,Saturday,October,1,51+
628,11/1/2023,CUST628,Female,19,Beauty,4,50,200,2023,11,Wednesday,November,3,18 to 25
629,6/12/2023,CUST629,Male,62,Electronics,2,25,50,2023,6,Monday,June,1,51+
630,8/15/2023,CUST630,Male,42,Clothing,2,50,100,2023,8,Tuesday,August,2,36 to 50
631,11/10/2023,CUST631,Male,56,Electronics,3,30,90,2023,11,Friday,November,2,51+
632,9/16/2023,CUST632,Female,26,Electronics,4,25,100,2023,9,Saturday,September,2,26 to 35
633,8/7/2023,CUST633,Male,39,Beauty,4,30,120,2023,8,Monday,August,2,36 to 50
634,10/8/2023,CUST634,Male,60,Electronics,4,500,2000,2023,10,Sunday,October,4,51+
635,8/17/2023,CUST635,Female,63,Electronics,3,300,900,2023,8,Thursday,August,3,51+
636,3/23/2023,CUST636,Female,21,Beauty,3,500,1500,2023,3,Thursday,March,4,18 to 25
637,9/1/2023,CUST637,Male,43,Clothing,2,300,600,2023,9,Friday,September,3,36 to 50
638,8/19/2023,CUST638,Male,46,Electronics,1,500,500,2023,8,Saturday,August,3,36 to 50
639,5/13/2023,CUST639,Female,62,Beauty,4,50,200,2023,5,Saturday,May,3,51+
640,5/7/2023,CUST640,Female,51,Electronics,4,30,120,2023,5,Sunday,May,2,51+
641,11/23/2023,CUST641,Female,40,Electronics,1,300,300,2023,11,Thursday,November,3,36 to 50
642,5/22/2023,CUST642,Female,54,Clothing,4,25,100,2023,5,Monday,May,2,51+
643,9/24/2023,CUST643,Female,28,Electronics,3,30,90,2023,9,Sunday,September,2,26 to 35
644,9/6/2023,CUST644,Male,23,Beauty,3,25,75,2023,9,Wednesday,September,2,18 to 25
645,11/17/2023,CUST645,Female,35,Electronics,4,30,120,2023,11,Friday,November,2,26 to 35
646,5/3/2023,CUST646,Male,38,Clothing,3,30,90,2023,5,Wednesday,May,2,36 to 50
647,5/21/2023,CUST647,Male,59,Clothing,3,500,1500,2023,5,Sunday,May,4,51+
648,8/14/2023,CUST648,Male,53,Beauty,4,300,1200,2023,8,Monday,August,4,51+
649,2/9/2023,CUST649,Female,58,Clothing,2,300,600,2023,2,Thursday,February,3,51+
650,1/1/2024,CUST650,Male,55,Electronics,1,30,30,2024,1,Monday,January,1,51+
651,5/27/2023,CUST651,Male,51,Clothing,3,50,150,2023,5,Saturday,May,3,51+
652,5/1/2023,CUST652,Female,34,Beauty,2,50,100,2023,5,Monday,May,2,26 to 35
653,5/20/2023,CUST653,Male,54,Clothing,3,25,75,2023,5,Saturday,May,2,51+
654,6/21/2023,CUST654,Male,42,Clothing,3,25,75,2023,6,Wednesday,June,2,36 to 50
655,6/13/2023,CUST655,Female,55,Clothing,1,500,500,2023,6,Tuesday,June,3,51+
656,10/4/2023,CUST656,Male,29,Beauty,3,30,90,2023,10,Wednesday,October,2,26 to 35
657,2/11/2023,CUST657,Male,40,Clothing,1,25,25,2023,2,Saturday,February,1,36 to 50
658,3/12/2023,CUST658,Male,59,Clothing,1,25,25,2023,3,Sunday,March,1,51+
659,3/19/2023,CUST659,Female,39,Electronics,1,30,30,2023,3,Sunday,March,1,36 to 50
660,4/29/2023,CUST660,Female,38,Beauty,2,500,1000,2023,4,Saturday,April,4,36 to 50
661,7/16/2023,CUST661,Female,44,Clothing,4,25,100,2023,7,Sunday,July,2,36 to 50
662,12/22/2023,CUST662,Male,48,Beauty,2,500,1000,2023,12,Friday,December,4,36 to 50
663,3/20/2023,CUST663,Male,23,Clothing,4,300,1200,2023,3,Monday,March,4,18 to 25
664,12/28/2023,CUST664,Female,44,Clothing,4,500,2000,2023,12,Thursday,December,4,36 to 50
665,4/20/2023,CUST665,Male,57,Clothing,1,50,50,2023,4,Thursday,April,1,51+
666,2/2/2023,CUST666,Male,51,Electronics,3,50,150,2023,2,Thursday,February,3,51+
667,8/1/2023,CUST667,Female,29,Electronics,1,500,500,2023,8,Tuesday,August,3,26 to 35
668,7/28/2023,CUST668,Female,62,Electronics,3,50,150,2023,7,Friday,July,3,51+
669,6/19/2023,CUST669,Male,24,Beauty,4,300,1200,2023,6,Monday,June,4,18 to 25
670,10/5/2023,CUST670,Male,27,Beauty,1,30,30,2023,10,Thursday,October,1,26 to 35
671,8/27/2023,CUST671,Male,62,Electronics,3,50,150,2023,8,Sunday,August,3,51+
672,8/1/2023,CUST672,Female,34,Beauty,2,50,100,2023,8,Tuesday,August,2,26 to 35
673,2/1/2023,CUST673,Female,43,Clothing,3,500,1500,2023,2,Wednesday,February,4,36 to 50
674,4/16/2023,CUST674,Female,38,Clothing,1,300,300,2023,4,Sunday,April,3,36 to 50
675,8/4/2023,CUST675,Female,45,Clothing,2,30,60,2023,8,Friday,August,1,36 to 50
676,7/19/2023,CUST676,Male,63,Electronics,3,500,1500,2023,7,Wednesday,July,4,51+
677,10/27/2023,CUST677,Female,19,Beauty,3,500,1500,2023,10,Friday,October,4,18 to 25
678,12/23/2023,CUST678,Female,60,Electronics,3,300,900,2023,12,Saturday,December,3,51+
679,1/11/2023,CUST679,Female,18,Beauty,3,30,90,2023,1,Wednesday,January,2,18 to 25
680,10/22/2023,CUST680,Female,53,Clothing,3,300,900,2023,10,Sunday,October,3,51+
681,7/14/2023,CUST681,Female,43,Electronics,2,30,60,2023,7,Friday,July,1,36 to 50
682,9/2/2023,CUST682,Male,46,Beauty,4,300,1200,2023,9,Saturday,September,4,36 to 50
683,1/4/2023,CUST683,Male,38,Beauty,2,500,1000,2023,1,Wednesday,January,4,36 to 50
684,6/30/2023,CUST684,Female,28,Clothing,2,500,1000,2023,6,Friday,June,4,26 to 35
685,6/2/2023,CUST685,Male,57,Electronics,2,25,50,2023,6,Friday,June,1,51+
686,7/19/2023,CUST686,Female,28,Electronics,4,50,200,2023,7,Wednesday,July,3,26 to 35
687,8/3/2023,CUST687,Female,53,Electronics,1,300,300,2023,8,Thursday,August,3,51+
688,10/3/2023,CUST688,Male,56,Clothing,4,25,100,2023,10,Tuesday,October,2,51+
689,10/7/2023,CUST689,Male,57,Electronics,2,50,100,2023,10,Saturday,October,2,51+
690,11/5/2023,CUST690,Female,52,Clothing,3,300,900,2023,11,Sunday,November,3,51+
691,4/23/2023,CUST691,Female,51,Clothing,3,30,90,2023,4,Sunday,April,2,51+
692,9/7/2023,CUST692,Female,64,Clothing,2,50,100,2023,9,Thursday,September,2,51+
693,4/23/2023,CUST693,Male,41,Beauty,3,500,1500,2023,4,Sunday,April,4,36 to 50
694,5/20/2023,CUST694,Female,39,Electronics,2,25,50,2023,5,Saturday,May,1,36 to 50
695,8/12/2023,CUST695,Female,22,Electronics,3,50,150,2023,8,Saturday,August,3,18 to 25
696,9/6/2023,CUST696,Female,50,Clothing,4,50,200,2023,9,Wednesday,September,3,36 to 50
697,1/15/2023,CUST697,Male,53,Clothing,1,500,500,2023,1,Sunday,January,3,51+
698,7/19/2023,CUST698,Female,64,Electronics,1,300,300,2023,7,Wednesday,July,3,51+
699,6/22/2023,CUST699,Female,37,Clothing,4,30,120,2023,6,Thursday,June,2,36 to 50
700,12/9/2023,CUST700,Male,36,Electronics,4,500,2000,2023,12,Saturday,December,4,36 to 50
701,12/14/2023,CUST701,Female,52,Beauty,2,30,60,2023,12,Thursday,December,1,51+
702,7/27/2023,CUST702,Female,60,Clothing,2,300,600,2023,7,Thursday,July,3,51+
703,3/26/2023,CUST703,Male,34,Electronics,2,50,100,2023,3,Sunday,March,2,26 to 35
704,8/28/2023,CUST704,Female,62,Clothing,3,30,90,2023,8,Monday,August,2,51+
705,3/7/2023,CUST705,Male,60,Electronics,2,25,50,2023,3,Tuesday,March,1,51+
706,11/15/2023,CUST706,Male,51,Electronics,4,25,100,2023,11,Wednesday,November,2,51+
707,10/1/2023,CUST707,Female,26,Clothing,1,500,500,2023,10,Sunday,October,3,26 to 35
708,1/14/2023,CUST708,Female,43,Beauty,3,300,900,2023,1,Saturday,January,3,36 to 50
709,7/21/2023,CUST709,Female,19,Electronics,2,500,1000,2023,7,Friday,July,4,18 to 25
710,10/31/2023,CUST710,Female,26,Electronics,3,500,1500,2023,10,Tuesday,October,4,26 to 35
711,10/16/2023,CUST711,Male,26,Electronics,3,500,1500,2023,10,Monday,October,4,26 to 35
712,12/6/2023,CUST712,Female,57,Beauty,2,25,50,2023,12,Wednesday,December,1,51+
713,1/14/2023,CUST713,Male,34,Beauty,3,25,75,2023,1,Saturday,January,2,26 to 35
714,2/12/2023,CUST714,Female,18,Clothing,1,500,500,2023,2,Sunday,February,3,18 to 25
715,11/26/2023,CUST715,Female,42,Beauty,4,25,100,2023,11,Sunday,November,2,36 to 50
716,8/8/2023,CUST716,Female,60,Clothing,4,300,1200,2023,8,Tuesday,August,4,51+
717,3/11/2023,CUST717,Male,57,Clothing,1,500,500,2023,3,Saturday,March,3,51+
718,8/25/2023,CUST718,Female,59,Beauty,3,25,75,2023,8,Friday,August,2,51+
719,4/4/2023,CUST719,Female,42,Clothing,2,30,60,2023,4,Tuesday,April,1,36 to 50
720,1/26/2023,CUST720,Female,56,Beauty,3,500,1500,2023,1,Thursday,January,4,51+
721,5/14/2023,CUST721,Female,52,Clothing,1,500,500,2023,5,Sunday,May,3,51+
722,7/14/2023,CUST722,Male,20,Beauty,3,300,900,2023,7,Friday,July,3,18 to 25
723,6/17/2023,CUST723,Female,54,Beauty,4,50,200,2023,6,Saturday,June,3,51+
724,4/19/2023,CUST724,Male,61,Clothing,3,50,150,2023,4,Wednesday,April,3,51+
725,8/21/2023,CUST725,Male,61,Electronics,1,300,300,2023,8,Monday,August,3,51+
726,6/17/2023,CUST726,Male,47,Clothing,4,300,1200,2023,6,Saturday,June,4,36 to 50
727,6/22/2023,CUST727,Male,55,Beauty,3,300,900,2023,6,Thursday,June,3,51+
728,7/14/2023,CUST728,Male,51,Electronics,3,50,150,2023,7,Friday,July,3,51+
729,5/23/2023,CUST729,Male,29,Clothing,4,300,1200,2023,5,Tuesday,May,4,26 to 35
730,8/4/2023,CUST730,Female,36,Clothing,2,25,50,2023,8,Friday,August,1,36 to 50
731,5/10/2023,CUST731,Male,54,Clothing,4,500,2000,2023,5,Wednesday,May,4,51+
732,2/11/2023,CUST732,Male,61,Electronics,2,500,1000,2023,2,Saturday,February,4,51+
733,8/29/2023,CUST733,Male,34,Beauty,1,30,30,2023,8,Tuesday,August,1,26 to 35
734,1/10/2023,CUST734,Female,27,Clothing,1,30,30,2023,1,Tuesday,January,1,26 to 35
735,10/4/2023,CUST735,Female,64,Clothing,4,500,2000,2023,10,Wednesday,October,4,51+
736,1/27/2023,CUST736,Male,29,Clothing,4,25,100,2023,1,Friday,January,2,26 to 35
737,6/29/2023,CUST737,Female,33,Clothing,1,50,50,2023,6,Thursday,June,1,26 to 35
738,4/25/2023,CUST738,Male,41,Clothing,2,50,100,2023,4,Tuesday,April,2,36 to 50
739,11/29/2023,CUST739,Male,36,Beauty,1,25,25,2023,11,Wednesday,November,1,36 to 50
740,2/5/2023,CUST740,Female,25,Beauty,4,50,200,2023,2,Sunday,February,3,18 to 25
741,11/30/2023,CUST741,Male,48,Clothing,1,300,300,2023,11,Thursday,November,3,36 to 50
742,1/21/2023,CUST742,Female,38,Electronics,4,500,2000,2023,1,Saturday,January,4,36 to 50
743,1/16/2023,CUST743,Female,34,Beauty,4,500,2000,2023,1,Monday,January,4,26 to 35
744,5/7/2023,CUST744,Male,40,Electronics,1,25,25,2023,5,Sunday,May,1,36 to 50
745,4/13/2023,CUST745,Male,54,Beauty,2,50,100,2023,4,Thursday,April,2,51+
746,1/11/2023,CUST746,Female,33,Clothing,3,30,90,2023,1,Wednesday,January,2,26 to 35
747,11/15/2023,CUST747,Male,23,Beauty,1,30,30,2023,11,Wednesday,November,1,18 to 25
748,3/20/2023,CUST748,Male,25,Clothing,3,50,150,2023,3,Monday,March,3,18 to 25
749,5/3/2023,CUST749,Male,42,Beauty,1,30,30,2023,5,Wednesday,May,1,36 to 50
750,3/6/2023,CUST750,Female,35,Clothing,3,25,75,2023,3,Monday,March,2,26 to 35
751,8/31/2023,CUST751,Female,42,Clothing,2,25,50,2023,8,Thursday,August,1,36 to 50
752,12/9/2023,CUST752,Male,29,Clothing,2,50,100,2023,12,Saturday,December,2,26 to 35
753,2/28/2023,CUST753,Female,32,Clothing,1,30,30,2023,2,Tuesday,February,1,26 to 35
754,10/16/2023,CUST754,Female,43,Electronics,4,25,100,2023,10,Monday,October,2,36 to 50
755,4/22/2023,CUST755,Female,58,Clothing,3,25,75,2023,4,Saturday,April,2,51+
756,8/27/2023,CUST756,Female,62,Electronics,4,300,1200,2023,8,Sunday,August,4,51+
757,12/25/2023,CUST757,Female,43,Electronics,4,300,1200,2023,12,Monday,December,4,36 to 50
758,5/12/2023,CUST758,Male,64,Clothing,4,25,100,2023,5,Friday,May,2,51+
759,7/8/2023,CUST759,Male,49,Electronics,2,50,100,2023,7,Saturday,July,2,36 to 50
760,3/27/2023,CUST760,Male,27,Beauty,1,500,500,2023,3,Monday,March,3,26 to 35
761,11/7/2023,CUST761,Female,33,Clothing,1,500,500,2023,11,Tuesday,November,3,26 to 35
762,11/7/2023,CUST762,Female,24,Electronics,2,25,50,2023,11,Tuesday,November,1,18 to 25
763,2/28/2023,CUST763,Male,34,Clothing,2,25,50,2023,2,Tuesday,February,1,26 to 35
764,3/25/2023,CUST764,Female,40,Clothing,1,25,25,2023,3,Saturday,March,1,36 to 50
765,6/9/2023,CUST765,Male,43,Clothing,4,50,200,2023,6,Friday,June,3,36 to 50
766,2/25/2023,CUST766,Male,38,Electronics,3,300,900,2023,2,Saturday,February,3,36 to 50
767,10/24/2023,CUST767,Male,39,Beauty,3,25,75,2023,10,Tuesday,October,2,36 to 50
768,1/14/2023,CUST768,Female,24,Beauty,3,25,75,2023,1,Saturday,January,2,18 to 25
769,6/9/2023,CUST769,Female,31,Electronics,4,30,120,2023,6,Friday,June,2,26 to 35
770,10/22/2023,CUST770,Male,32,Clothing,1,50,50,2023,10,Sunday,October,1,26 to 35
771,12/13/2023,CUST771,Male,24,Electronics,2,25,50,2023,12,Wednesday,December,1,18 to 25
772,7/12/2023,CUST772,Male,26,Electronics,1,30,30,2023,7,Wednesday,July,1,26 to 35
773,7/23/2023,CUST773,Male,25,Electronics,4,500,2000,2023,7,Sunday,July,4,18 to 25
774,4/12/2023,CUST774,Female,40,Clothing,2,25,50,2023,4,Wednesday,April,1,36 to 50
775,2/8/2023,CUST775,Female,46,Electronics,4,25,100,2023,2,Wednesday,February,2,36 to 50
776,10/31/2023,CUST776,Male,35,Clothing,3,30,90,2023,10,Tuesday,October,2,26 to 35
777,12/20/2023,CUST777,Male,48,Electronics,3,50,150,2023,12,Wednesday,December,3,36 to 50
778,11/18/2023,CUST778,Female,47,Beauty,4,25,100,2023,11,Saturday,November,2,36 to 50
779,5/5/2023,CUST779,Female,56,Electronics,2,500,1000,2023,5,Friday,May,4,51+
780,2/22/2023,CUST780,Male,52,Electronics,2,25,50,2023,2,Wednesday,February,1,51+
781,12/23/2023,CUST781,Male,35,Beauty,1,500,500,2023,12,Saturday,December,3,26 to 35
782,6/4/2023,CUST782,Male,59,Clothing,3,300,900,2023,6,Sunday,June,3,51+
783,12/17/2023,CUST783,Female,56,Clothing,1,300,300,2023,12,Sunday,December,3,51+
784,11/4/2023,CUST784,Female,34,Electronics,1,500,500,2023,11,Saturday,November,3,26 to 35
785,3/3/2023,CUST785,Female,31,Beauty,4,50,200,2023,3,Friday,March,3,26 to 35
786,10/17/2023,CUST786,Male,48,Clothing,4,25,100,2023,10,Tuesday,October,2,36 to 50
787,1/22/2023,CUST787,Male,41,Electronics,1,25,25,2023,1,Sunday,January,1,36 to 50
788,6/27/2023,CUST788,Female,52,Beauty,3,300,900,2023,6,Tuesday,June,3,51+
789,9/30/2023,CUST789,Female,61,Clothing,4,500,2000,2023,9,Saturday,September,4,51+
790,8/8/2023,CUST790,Male,62,Clothing,1,25,25,2023,8,Tuesday,August,1,51+
791,12/5/2023,CUST791,Female,51,Beauty,1,25,25,2023,12,Tuesday,December,1,51+
792,7/9/2023,CUST792,Female,20,Beauty,1,50,50,2023,7,Sunday,July,1,18 to 25
793,2/5/2023,CUST793,Male,54,Beauty,1,30,30,2023,2,Sunday,February,1,51+
794,9/17/2023,CUST794,Female,60,Beauty,1,300,300,2023,9,Sunday,September,3,51+
795,11/28/2023,CUST795,Male,57,Electronics,1,300,300,2023,11,Tuesday,November,3,51+
796,6/24/2023,CUST796,Male,43,Beauty,4,30,120,2023,6,Saturday,June,2,36 to 50
797,1/7/2023,CUST797,Male,40,Clothing,3,25,75,2023,1,Saturday,January,2,36 to 50
798,8/4/2023,CUST798,Male,61,Clothing,1,50,50,2023,8,Friday,August,1,51+
799,9/8/2023,CUST799,Male,56,Electronics,2,50,100,2023,9,Friday,September,2,51+
800,2/24/2023,CUST800,Male,32,Clothing,4,300,1200,2023,2,Friday,February,4,26 to 35
801,8/10/2023,CUST801,Male,21,Clothing,4,50,200,2023,8,Thursday,August,3,18 to 25
802,7/5/2023,CUST802,Female,46,Beauty,1,30,30,2023,7,Wednesday,July,1,36 to 50
803,11/22/2023,CUST803,Male,39,Clothing,4,25,100,2023,11,Wednesday,November,2,36 to 50
804,8/24/2023,CUST804,Male,42,Electronics,1,30,30,2023,8,Thursday,August,1,36 to 50
805,12/29/2023,CUST805,Female,30,Beauty,3,500,1500,2023,12,Friday,December,4,26 to 35
806,3/20/2023,CUST806,Female,35,Beauty,3,300,900,2023,3,Monday,March,3,26 to 35
807,8/11/2023,CUST807,Female,50,Electronics,4,50,200,2023,8,Friday,August,3,36 to 50
808,4/1/2023,CUST808,Male,33,Beauty,4,500,2000,2023,4,Saturday,April,4,26 to 35
809,9/25/2023,CUST809,Female,62,Beauty,2,50,100,2023,9,Monday,September,2,51+
810,11/30/2023,CUST810,Male,59,Electronics,4,25,100,2023,11,Thursday,November,2,51+
811,5/19/2023,CUST811,Male,61,Beauty,2,25,50,2023,5,Friday,May,1,51+
812,11/12/2023,CUST812,Male,19,Electronics,3,25,75,2023,11,Sunday,November,2,18 to 25
813,10/3/2023,CUST813,Male,52,Electronics,3,50,150,2023,10,Tuesday,October,3,51+
814,9/5/2023,CUST814,Female,59,Clothing,1,500,500,2023,9,Tuesday,September,3,51+
815,8/27/2023,CUST815,Female,51,Clothing,3,25,75,2023,8,Sunday,August,2,51+
816,8/12/2023,CUST816,Male,47,Beauty,2,500,1000,2023,8,Saturday,August,4,36 to 50
817,10/31/2023,CUST817,Male,30,Beauty,4,50,200,2023,10,Tuesday,October,3,26 to 35
818,5/18/2023,CUST818,Male,30,Electronics,1,500,500,2023,5,Thursday,May,3,26 to 35
819,6/15/2023,CUST819,Female,35,Beauty,2,50,100,2023,6,Thursday,June,2,26 to 35
820,5/6/2023,CUST820,Male,49,Electronics,4,50,200,2023,5,Saturday,May,3,36 to 50
821,2/14/2023,CUST821,Male,49,Electronics,1,300,300,2023,2,Tuesday,February,3,36 to 50
822,5/23/2023,CUST822,Female,52,Beauty,3,50,150,2023,5,Tuesday,May,3,51+
823,8/19/2023,CUST823,Female,56,Electronics,2,50,100,2023,8,Saturday,August,2,51+
824,5/5/2023,CUST824,Male,63,Clothing,4,30,120,2023,5,Friday,May,2,51+
825,8/26/2023,CUST825,Female,46,Beauty,1,25,25,2023,8,Saturday,August,1,36 to 50
826,10/19/2023,CUST826,Female,46,Clothing,1,300,300,2023,10,Thursday,October,3,36 to 50
827,11/9/2023,CUST827,Male,61,Beauty,3,300,900,2023,11,Thursday,November,3,51+
828,12/9/2023,CUST828,Female,33,Electronics,4,300,1200,2023,12,Saturday,December,4,26 to 35
829,7/14/2023,CUST829,Male,61,Beauty,3,30,90,2023,7,Friday,July,2,51+
830,6/22/2023,CUST830,Female,64,Clothing,3,50,150,2023,6,Thursday,June,3,51+
831,1/15/2023,CUST831,Male,27,Electronics,4,25,100,2023,1,Sunday,January,2,26 to 35
832,9/11/2023,CUST832,Male,47,Beauty,4,500,2000,2023,9,Monday,September,4,36 to 50
833,6/16/2023,CUST833,Male,42,Beauty,4,50,200,2023,6,Friday,June,3,36 to 50
834,4/4/2023,CUST834,Female,56,Beauty,2,30,60,2023,4,Tuesday,April,1,51+
835,9/7/2023,CUST835,Male,37,Clothing,4,50,200,2023,9,Thursday,September,3,36 to 50
836,4/19/2023,CUST836,Female,22,Clothing,1,50,50,2023,4,Wednesday,April,1,18 to 25
837,7/1/2023,CUST837,Male,18,Beauty,3,30,90,2023,7,Saturday,July,2,18 to 25
838,5/13/2023,CUST838,Male,47,Electronics,2,300,600,2023,5,Saturday,May,3,36 to 50
839,6/24/2023,CUST839,Female,20,Electronics,4,300,1200,2023,6,Saturday,June,4,18 to 25
840,5/24/2023,CUST840,Male,62,Clothing,2,25,50,2023,5,Wednesday,May,1,51+
841,11/2/2023,CUST841,Male,31,Electronics,4,25,100,2023,11,Thursday,November,2,26 to 35
842,12/26/2023,CUST842,Female,47,Clothing,2,300,600,2023,12,Tuesday,December,3,36 to 50
843,5/22/2023,CUST843,Male,21,Beauty,3,500,1500,2023,5,Monday,May,4,18 to 25
844,10/12/2023,CUST844,Male,35,Clothing,3,50,150,2023,10,Thursday,October,3,26 to 35
845,1/6/2023,CUST845,Male,54,Clothing,1,500,500,2023,1,Friday,January,3,51+
